stars,body
"4,0",Ürün kurulumu kolay ve sinyali gayet başarılı şekilde dağıtıyor. Karşılaştığım tek olumsuz yönü ise bağlantıda ara ara kopma sorunu. Benzer sorun ile karşılaşıp çözebilen var ise yorumlarda paylaşırsa herkes için faydalı olabilir.
"5,0","Ürün çabuk ve hatasız teslim aldım,Kolaylıkla da kurdum.Ürün beklentimi karşıladı ancak fiyat olarak pahalı bir dönemde almış oldum.Yinede bu dönemde en uygun amazon.com olduğu için ve hatasız gönderim için teşekkürler."
"4,0","Kargo Hızlı Ürün Kurulumu Güzel ve Kolay, Teşekkür ederiz. Amazon ayrı bir site, güvenilir sağlam müşteri memnuniyeti üst düzey çok severek alışveriş yapıyorum inşallah hep böyle devam eder. Ederse kazanır."
"4,0",Gayet kullanışlı bir ürün. Doğru konuma yerleştirirseniz modemle aynı indirme hızına sahip olabiliyorsunuz.
"1,0",Bırakın Wi-Fi sinyalini güçlendirmeyi mevcut sinyalimi zayıflattı. Speedtest ile defalarca denedim ama sonuç değişmedi. İade ettim.
"5,0",Önceden evimin belirli odalarında wifiye bağlandığımda sinyal kesikliği yaşıyordum. Bu router'ı aldıktan sonra bu sorundan kurtuldum. Çok başarılı
"5,0","Evimin arka taraflarına hiç wifi sinyali gelmiyordu, isabetli bir f/p seçimi oldu bu ürün. Tavsiye ederim."
"1,0","Modemin yanında olmasına rağmen kopmalar yaşıyor kapsama alanını genişletme konusunda da çok başarısız,  üç metrelik bir mesafede internet hızını neredeyse yarı yarıya düşürüyor. Kesinlikle tavsiye etmem."
"1,0","Bağlantı sürekli kopuyor, internette modemin ismiyle cihazın ismi aynı olmasın böylece bu sıkıntıyı giderebilirsiniz yorumu okudum ancak bir etkisi olmadı. 2 adet almıştım iki ayrı evde, iki farklı modemde de sıkıntı yaşıyorum."
"5,0",Odamda internet çekmiyordu sayesinde şimdi full çekiyor ve yavaşlama yok şuanlık
"3,0",Evimdeki internet zaten 6.5 mbit. onu aktarırken bile 4 mbit’e düşürüyor hızı. Onun dışında kullanımı ve kurulumu gayet basit.
"5,0",Düşünmeden alın tavsiye ederim. Ayrıca Amazon’a hızlı teslimat icin teşekkür ederim.
"5,0","hiç bir sıkıntısı yok gayet güzel çalışıyor. ek ağ yaratarak bu cihaza mı yoksa asıl modeme mi bağlı olduğumu anlayabiliyorum, bu özelliği hoşuma gitti."
"3,0",Cok yuksek hizlar beklemeyin. Basit bir sekilde is goruyor
"5,0",başlıkta belirttiğim gibi ürünün genel özelliği aslında bu şekilde. Herhangi bir kopma kesilme olmuyor sadece hızda biraz düşüklük yaşıyoruz o kadar.
"3,0",Harika performans beklemeyin benim için +1 odaya iletmesi yeterliydi. O işi görüyor nadiren çekmiyor. Abartılacak kadar iyi değil. Fiyat performans ürünü. Öyle 50m öteye falan ileteceğini de sanmıyorum.
"4,0",Öncelikle şunu belirtmeliyim beklentiniz çok yüksek olmasın bu demek değilki ürün kötü ancak almadan önce modemler arasında ne kadar mesafe olacağına bakın on göre ayarlama yapın derim
"5,0",net ful cekiyor nete giriyorum ama cod mobile oynadıgım zaman nerdeyse 10 sanüyede bir kopup bağlanıyor
"4,0",Görevini yerine getiriyor. Kurulu da mi home uygulamasindan görece kolay bir şekilde yapiliyor. Ama sinyali aldigi nokto önemli. Modeminizden çokta uzakta olmaması lazım
"5,0",50 metre ötedeki evimde Internete mükemmel şekilde bağlanabiliyorum
"3,0",Çekim gücü çok yüksek değil ama idare ediyor. Arayüz kullanımı kolay.
"5,0","Xiaomi gerçekten güzel ürün yapmış. telefonumdan daha iyi wifi çekiyorum. gayet basit kullanışı var. eğer sinyalinizde bir değişiklik  yoksa muhtemelen telefondaki wifi kablonuzu da değiştirmeniz gerekir. Amazon çok hızlı kargoladı,harika."
"4,0",Ürün çok hızlı elime ulaştı. Alacak arkadaşlar hız kaybının her şekilde olacağını bilerek almalı. Fiyat performans olarak iş görüyor. Teşekkürler
"5,0",Tam istedigim gibi calisiyor. Salondaki modemin butun hizini odamda kullanabiliyorum artik. Kesinlikle oneririm.
"5,0",Beklentimi karşıladı kurulum gayet kolay ve başarılı ayrıca (kolaygelsin) kargo hizmeti ayrı bir güzellik kattı hızlı kargo için de ayrıca teşekkürler
"5,0",Hızlı teslimat ve harika paketleme ile amazon yine kalitesini ortaya koydu. Ürün ise kurulumu kolay olmakla birlikte oldukça kaliteli. Eğer modeme yakın bir yere takılırsa oldukça büyük bir alana hızda düşüş olmadan sinyali dağıtabiliyor.
"5,0",dublex evde üst katta wifi çekim gücünde sorun oluyordu ürünü alıp kolayca ayarlarını yaptıktan sonra üst katta prize taktım ve olay çözüldü. gayet başarılı bir ürün tavsiye ederim.
"4,0","güzel çalışıyor, görevini yapıyor ancak kurulum zor. Daha anlaşılır bir arayüz olabilirdi. Ve birkaç haftada bir resetlemek gerekiyor."
"4,0",Fiyat performans açısından başarılı bir ürün.Ancak arada bir kopmalar yaşanmakta ve tekrar gelmektedir. Sebebini anlamadım.Evdeki sinyal gücünü baya arttırdı
"1,0","Ayrıntı verirsem: Hali hazırda ki modemimden 4 ceken noktaya koydugumda, 5 mt daha ötede var olan modem 3 cekerken bu hazret 1-2 veriyor. Yani para pul oldu."
"3,0",Sinyali uzağa taşımada başarılı ancak bu belli bir hıza kadar. Yüksek hızlarda ciddi kayıp var. Ana modemdeki hızı bütünüyle aktaracağınızı düşünmeyin.Pek kullanışlı bulmadığım uygulama üstünden konfigüre edilebiliyor.
"5,0","Cihazın kurulumu oldukça basit uygulamayı indirip ileri ileri diyosunuz kuruluyor. sonrasında ister kendiniz wifi adı girebiliyosunuz istersenizde kendi ağınızınızla aynı isim ve parolayla girebiliyosunuz, oldukça kullanışlı.."
"5,0","Arka odalarda Smart TV de wifi kaynaklı kesintiler oluyordu, alet geldikten sonra takılma yok. Fiyat/kalite ürünü.(kurulumda biraz zorlandım yönergeleri harfiyen uygulayınca sorun yok)"
"5,0",1 günde elime ulaştı bu kadar hızlı alışverişe alışkın değiliz gerçekten çok iyi. üründe gayet başarılı hızı düşürsede çekmeyen yerlerde çekmeye başladı ben beğendim tavsiye ederim
"1,0",Urun beş para etmez bir ürün cin den belirttiğim markasız ürün daha iyiydiDağıtın gücü çok zayıfTavsiye etmen
"5,0",kargolama çok başarılıydı 24 saatte elime ulaştı ayrıca ürünü de korkarak almıştım ama çok faydalı oldu modeme bağlıyken 3-4 mbit aldığım yerde 12'ye kadar hızı çıkardı gayet memnunum
"4,0",Bu ürünü kullanabilmek için şifresi olan bi ağ gerekli. İş yerinde oturum açarak kullandığımız wifi için aldım ama desteklemediği için iade ettim.
"1,0",Sürekli kesinti olması ve elle bağlantı yapmak sinir bozucu. Doğrusu pişman oldum
"5,0",Kime sorsam bu zamana kadar almadığıma pişmanım diyordu. Aynısını yaşıyorum. Tüm sorunların çözümüymüş meğerse.
"5,0",Hem kurulum hem kullanım bakımından mükemmel ürün kesinlikle tavsiye edilir wifi çekmeme sorununu tamamen ortadan kaldırdı.2.SİNİ aldım yine tercihten memnun kaldım
"3,0",Ürün 2.4ghz destekliyormuş sanırım. Ben 5ghz'e bağlayamadım çünkü. 2.4 için alanların işini görür ancak ben memnun kalmadım iade ettim.
"2,0",Arada kopma yaşanıyor ve fişe takıp çıkarmak gerekiyor. Onun dışında yeterli. 5ghz de desteklese tadından yenmezdi.
"4,0",Kurulumu çok kolay bağlantı problemi yok. Fakat hız konusunda takıntınız varsa biraz problem yaşarsınız. Net bir hız ölçümü yapmadım fakat yaklaşık %30 hız kaybı olduğunu söyleyebilirim.
"5,0",Apartmanda olan şifresiz wifi icin almistim ama guvenlik nedeniyle baglanmadi o yuzden iade ettim. Iadede sorun olmadı cozum odakli.
"5,0",Ürün belirtilen günden 3 gün önce geldi bunun için aşırı mutluyum büyük sorun çözdü. Ürünün kurulumu çok kolay ve aşırı kullanışlı 2 katlı evimizin 2. katında ki sinyal sorununu tamamen çözdü.
"5,0","Kurulumu gayet kolay,modemin dibinde yaptığınıza emin olun işlemleri.Çekim gücü de gayet güzel ben bir alt kattaki modemle aynı hizaya koydum güçlendiriciyi ordan dağıtıyor :)"
"3,0",fiyatına ve markasına kanıp aldım ama yetersiz çıktı hızı
"3,0",ÇOKTA VERİM ALAMADIM AMA SAMSUNG TELEFON İLE BAĞLANDIĞIMDA SIKSIK BAĞLANTI KOPTU DİYOR SORUNU TAM ÇÖZEMEDİM.
"4,0","Ürün gayet güzel bağlantısı basit ve mantığı çözerseniz evinizde güzle bir konumda yeterli bir alan oluşturabilirsiniz. Paketleme çok güzeldi fakat kargo çok yavaştı prime olmasına rağmen 1,5-2 haftada anca geldi"
"4,0","24 saat içinde geldi. Kurulumu çok basit . Günlük kullanım için uygun. Fakat saniyelik işler ( oyun , ping vs) için daha profesyonel aletlere bakabilirsiniz."
"5,0","Tatmin edici, başkasını aramaya gerek yok. Bu repeaterın beş katı para verdiğimle eşdeğer performans sağlıyor. Ayrıca routerla aynı isimle de kullanabiliyorsunuz. Router’un bir kademe çektiği yerleri beş kademeye kadar yükseltiyor."
"5,0",Mevcut internet arka odalarda çekmiyordu bu ürünü kullanmaya başladıktan sonra sorunum çözüldü memnunum.
"5,0",Söylenenlerin aksine ben çok yüksek bir bağlantı sağladım. Koyduğunuz yer önemli sinyali güçlü alırsa güçlü verir. Kesinlikle tavsiye ediyorum.
"4,0",OLUMSUZ YORUM YAPANLAR CİHAZI MODEMİNİZDEN FAZLA UZAKLAŞMAYACAK ŞEKİLDE TAKARSANIZ SORUN YAŞAMAZSINIZ  BEN KOPMA FELAN YAŞAMADIM GAYET İYİ BİR CİHAZ FİYATINA GÖRE
"5,0",Kullanıslı bir cihaz aynı cihazı ikinci kere tekrar satin aldim
"5,0","ürünü kullanmya başladığımdan beri,ev internetimin çekmediği yerde rahatlıkla kullanabiliyorum. kurulumu ve kullanımı gayet kolay ve pratik"
"4,0",Teslimat hızlıydı ve paketleme sorunsuzdu. Ürün kurulumu biraz karmaşık gelebilir sinyal iletme gücü açısından ise fiyat performans ürünü çok uzak bir mesafe beklentiniz olmasın tipik bir ev ürünü.
"5,0",kaliteli bir urun. f/p urunu diyebiliriz. indirimden aldim hala kullaniyorum.
"5,0","Çoğu evde olması gereken bir cihaz. 2-3 katlı evlerde olacak diye bir şart yok, normal modemden çok daha iyi ve güçlü sinyal aktarıyor."
"5,0",Çekim ve yayınlama gücü cok iyi. Hız çok iyi.
"3,0","Evimde fiber yok 35 mbps vdsl kullanıyorum, modem uzak olduğundan 17-20 mbps çekiyordu. Bu ürünü taktım 12 mbps sabit vermeye başladı. Gerisini siz düşünün."
"5,0",Ürünün kullanımı çok basit ve aşırı iyi bir yayın gücü var.
"1,0","modemin yanıbaşındayken, var olak sinyal seviyesini yarıya düşürdü, diğer odalara gittiğimde de bağlantı hızı stabil değil,"
"1,0","İade etmeye çalışıyorum ve asla müşteri hizmetlerine ulaşamıyorum mobil uygulamada sorun var çağrı merkezi hattınız yok, ürün çalışmıyor ve iade sürecimle ilgili bilgi alamıyorum. Bana ulaşırmısınız???"
"2,0",Bu tip ürünler maalesef verimli değil. Menzil sıkıntısı yaşayanlar için tek çözüm mesh sistemi.
"5,0","Evde giris katinda internetin cekmeme sorununu hallettim urun sayesinde, gayet basarili."
"4,0",Üründe bir problem yok fakat sinyal arttırımı anlamında çok verim alamadım evin orta noktasına koydum 180m2 alanda çekmeyen yerler oluyor.
"5,0",Çok başarılı faydalı. Modem ve çekmeyen yer arasında bir yere taktım. Şimdi gayet iyi çekiyor telefonum. Kurulumu da karışık değil.
"2,0",Bağlantı kopukluklari bir türlü engellenemiyor. İade etmek durumunda kaldik
"5,0","Mükemmel sonuç verdi, tavsiye ederim. Wifi tam çekiyor!"
"1,0","Alanı genişletiyor ama hızı çok düşürüyor, tavsiye etmem"
"5,0","Ürün güzel paketlenmişti. İşimi fazlasıyla gördü, cihazı kullanabilmek için uygulama üzerinden kurulum yapmak gerekiyor, siparişimden 1 gün sonra elime ulaştı. Indirime düşmesini bekleyip almanız daha iyi olur."
"4,0",Kullanıcı sayısı fazla değilse iş görüyor. İyi çeken noktalara kurdum ama birkaç kişi aynı anda bağlanırsa hızlar çok düşüyor.
"5,0",mi home uygulaması üzerinden kurdum. Wifi a bağlandı aynı ad ile kör noktalarda da gayet güzel bağlantı kuruldu.
"1,0","Ben neden son model modemimle bir türlü kullanamdım, ayrıca MiHome app i de aşırı gereksizlikte bir app bence."
"5,0",bir defa çalıştırıp unutacağınız ürünlerden.
"5,0",Harika bir ürün özellikle teknolojiden pek benim gibi anlamayanlar için tak kullan tarzı Şahane bir aygıt
"5,0",Yaklaşık 2 aydır kullanıyorumProblemsiz sekilde asağı katta internet olması mutluluk verici 😃
"5,0","Çekim gücünü arttırdı,beklentimi karşıladı ve hız konusunda gözle görülür bir azalma görmedim hiç."
"5,0",Modemden oldukça uzağa koymama rağmen güzelce sinyali iletiyor. Memnun kaldım. Amazon kargolaması da her zamanki gibi iyiydi.
"4,0",Bağlantı hızı yüksek. Eski nesil modemle kullanılması zor. Ortalama iki saatte bir kopma yaşanıyor
"5,0",İstediğimiz verimi alıyoruz küçük kullanişli pratik
"5,0","Teslşmat çok hızlı ve profesyoneldi.Türkiyedeki en iyi kargolama deneyimiydi. Ürünü kurdum, arka odadaki sinyal yetersizliği halloldu. Teşekkürler."
"1,0",Cihaz modemle aynı odada olunca iyi sinyal alıyo.araya en az 1 duvar girince sinyal seviyesi iyi ama intetnet çok yavaşlıyo hatta çoğu zaman bağlanamıyor bile.
"5,0",Ürünü almadan modeme uzak oda da hiç sinyal yoktu. Bu üründen sonra 1080p HD video takılmadan izleyebiliyorum çok iyi bir ürün
"5,0",Fiyatı uygun kendi güzel iş görüyor kurulumu kolay daha ne olsun.. Özellikle amazon satıcısı olan ürünlerden alın akşam 10 sipariş sabah 9 teslim bu ne hız çok şaşırdım standart gönderi olmasına rağmen
"4,0",Hızı düşürse de işe yaradı. Artık hiç çekmeyen odada da internete bağlıyım. Kurulum aşamasında sıkıntı çıkardı ama bir şekilde halloldu.
"5,0",Cihaz işlevini gayet iyi yerine getiriyor ama bu ürün daha çok katlı evler için ve mekanlar için uygun.
"4,0",İnternet hızından çok fazla feragat etmeniz gerekiyor. 100mbps internetim 16mbpsye düşüyor.
"5,0","Ürün güzel,kargo hızı ve paketleme şahane.Dönüştürücüye de gerek yok çünkü direkt TR priz girişli.Hızı biraz düşürdü ama hiç çekmiyoken zaten hız yoktu."
"5,0",Tavsiye ederim işimi gördü
"4,0","Kurulumu son derece kolay,kapsama gayet iyi,tek eksiği eternet çıkışı olmamasi"
"1,0",Amazon’dan memnunum ama üründen hiç memnun kalmadım. Sürekli kopuyor. Tam önemli bir iş yaparken saniyelik bağlantım kesiliyor sonra otomatik bağlanıyor. Bu ürünü asla tavsiye etmiyorum.
"1,0",Cihazı modemin hemen yanına taktığım halde ethernet ile 45 mbit alırken cihazın hemen yanı da 30 mbit alıyorum.Başka bir odaya gidince bu 5-6 mbite düşüyor.Kesinlikle işe yaramıyor
"5,0","Yıllardır dubleks dairenin üst katında internete bağlanma sorunu yaşarken, artık bu mucizevi cihaz sayesinde bu sorunun üstesinden geldim."
"3,0",tatmin edici sonuçlar alamadım. araya duvar vs. girdiğinde hız inanılmaz düşüyor. evimde fiber 30 mbps internet var fakat bu router üzerinden video call yapamadım çok fazla kopma oluyor.
"3,0",Ürünü bir kaç aydır kullanıyorum. 150 m2 bir ev için çok faydalı olduğunu düşünmüyorum. Belki daha küçük evler için tercih edilebilir.
"4,0",Temel ihtiyaçları karşılayan genel olarak sorunsuz bir ürün ama fazla bir çekim mesafesi beklemeyin.
"3,0",kullanılmış ürün geldi paketi açılmış ve tekrar paketlenmiş tozlu. çalıştığı ve sorun yaşamadığım için iade etmedim acil ihtiyacım vardı
"4,0",Aynı özellikte ikisini aldık xiaomi hem daha hızlı hem de uzaktan bağlanıyor tplink çok nazlıydı yavaş yavaş iki saatte işimizi halledemiyorduk
"5,0","Süper, Mi Home app'den network ve sifrenizi giriyorsunuz, 30 sn çalışmaya hazırdı, artık evin her tarafında wifi sorunsuz ulaşabiliyoruz."
"3,0",fp olarak eh diyilebilir. cok da bisey beklemeye gerek yok
"1,0","Onca yorum onca beğeniye aldanarak aldık , kesinlikle olmadı iade edip tplink aldık huzur bulduk."
"2,0",tipi şirin görünebilir ama güçlü bir yapısı olduğu kanaatinde değilim
"3,0",Eh işte idare eder o kadar da iyi değil Bağlantısı
"5,0",Öncelikle kargo hiziniz.için cok teşekür ederim ürünü çok beyendim hic cekmiyordu internetim bu ürün sayesinde ful cekim gucu artti. Ve cok guzel. Bu ürün icin alacak olan kimse tavsiye ederim.
"5,0",Ürün çekim ve iletim gücü bakımından gayet yeterli ve güçlü fiyatının üstünde işlevi var
"5,0",Evet gücü düşürüyor ama çekim alanı artıyor
"5,0","Kablonet modemiyle uyumlu, laptopun bağlanamadığı odalarda rahat bir şekilde bağlanabiliyor. Muhteşem değil ama bu fiyata göre yeterli."
"3,0",Saat başı internet bağlantısı kopuyor ve 1 dakika içinde düzeliyor. Kopmadığı vakitlerde ise alt kattaki wifi bağlantımızı üst kata beklendiği seviyede yayabiliyor.
"5,0","Arkadaslar yorumlara aldirmayin yok soyle yok böyle,aldim hic beklemedigim bi peformans verdi.keske daha önceden alsaydım dedigim bi ürün"
