stars,body
"5,0",xiaomi gerçekten güzel ürün yapmış telefonumdan iyi wifi çekiyorum gayet basit kullanışı var sinyalinizde bir değişiklik yoksa muhtemelen telefondaki wifi kablonuzu değiştirmeniz gerekir amazon hızlı kargoladıharika
"4,0",ürün hızlı elime ulaştı alacak arkadaşlar hız kaybının şekilde olacağını bilerek almalı fiyat performans olarak iş görüyor teşekkürler
"5,0",tam istedigim calisiyor salondaki modemin butun hizini odamda kullanabiliyorum artik kesinlikle oneririm
"5,0",beklentimi karşıladı kurulum gayet kolay başarılı ayrıca kolaygelsin kargo hizmeti ayrı bir güzellik kattı hızlı kargo ayrıca teşekkürler
"5,0",hızlı teslimat harika paketleme amazon yine kalitesini ortaya koydu ürün kurulumu kolay olmakla birlikte oldukça kaliteli eğer modeme yakın bir yere takılırsa oldukça büyük bir alana hızda düşüş olmadan sinyali dağıtabiliyor
"5,0",dublex evde üst katta wifi çekim gücünde sorun oluyordu ürünü alıp kolayca ayarlarını yaptıktan sonra üst katta prize taktım olay çözüldü gayet başarılı bir ürün tavsiye ederim
"4,0",güzel çalışıyor görevini yapıyor ancak kurulum zor daha anlaşılır bir arayüz olabilirdi ve haftada bir resetlemek gerekiyor
"4,0",fiyat performans açısından başarılı bir ürünancak arada bir kopmalar yaşanmakta tekrar gelmektedir sebebini anlamadımevdeki sinyal gücünü baya arttırdı
"1,0",ayrıntı verirsem hali hazırda modemimden 4 ceken noktaya koydugumda 5 mt ötede var olan modem 3 cekerken hazret 1-2 veriyor yani para pul oldu
"3,0",sinyali uzağa taşımada başarılı ancak belli bir hıza kadar yüksek hızlarda ciddi kayıp var ana modemdeki hızı bütünüyle aktaracağınızı düşünmeyinpek kullanışlı bulmadığım uygulama üstünden konfigüre edilebiliyor
"5,0",cihazın kurulumu oldukça basit uygulamayı indirip ileri ileri diyosunuz kuruluyor sonrasında ister kendiniz wifi adı girebiliyosunuz istersenizde kendi ağınızınızla aynı isim parolayla girebiliyosunuz oldukça kullanışlı
"5,0",arka odalarda smart tv wifi kaynaklı kesintiler oluyordu alet geldikten sonra takılma yok fiyat/kalite ürünükurulumda biraz zorlandım yönergeleri harfiyen uygulayınca sorun yok
"5,0",1 günde elime ulaştı kadar hızlı alışverişe alışkın değiliz gerçekten iyi üründe gayet başarılı hızı düşürsede çekmeyen yerlerde çekmeye başladı ben beğendim tavsiye ederim
"1,0",urun beş para etmez bir ürün cin den belirttiğim markasız ürün iyiydidağıtın gücü zayıftavsiye etmen
"5,0",kargolama başarılıydı 24 saatte elime ulaştı ayrıca ürünü korkarak almıştım faydalı oldu modeme bağlıyken 3-4 mbit aldığım yerde 12ye kadar hızı çıkardı gayet memnunum
"4,0",bu ürünü kullanabilmek şifresi olan bi ağ gerekli i̇ş yerinde oturum açarak kullandığımız wifi aldım desteklemediği iade ettim
"1,0",sürekli kesinti olması elle bağlantı yapmak sinir bozucu doğrusu pişman oldum
"5,0",kime sorsam zamana kadar almadığıma pişmanım diyordu aynısını yaşıyorum tüm sorunların çözümüymüş meğerse
"5,0",hem kurulum kullanım bakımından mükemmel ürün kesinlikle tavsiye edilir wifi çekmeme sorununu tamamen ortadan kaldırdı2si̇ni̇ aldım yine tercihten memnun kaldım
"3,0",ürün 24ghz destekliyormuş sanırım ben 5ghze bağlayamadım çünkü 24 alanların işini görür ancak ben memnun kalmadım iade ettim
"2,0",arada kopma yaşanıyor fişe takıp çıkarmak gerekiyor onun dışında yeterli 5ghz desteklese tadından yenmezdi
"4,0",kurulumu kolay bağlantı problemi yok fakat hız konusunda takıntınız varsa biraz problem yaşarsınız net bir hız ölçümü yapmadım fakat yaklaşık %30 hız kaybı olduğunu söyleyebilirim
"5,0",apartmanda olan şifresiz wifi icin almistim guvenlik nedeniyle baglanmadi yuzden iade ettim iadede sorun olmadı cozum odakli
"5,0",ürün belirtilen günden 3 gün önce geldi bunun aşırı mutluyum büyük sorun çözdü ürünün kurulumu kolay aşırı kullanışlı 2 katlı evimizin 2 katında sinyal sorununu tamamen çözdü
"5,0",kurulumu gayet kolaymodemin dibinde yaptığınıza emin olun işlemleriçekim gücü gayet güzel ben bir alt kattaki modemle aynı hizaya koydum güçlendiriciyi ordan dağıtıyor
"3,0",fiyatına markasına kanıp aldım yetersiz çıktı hızı
"3,0",çokta veri̇m alamadim ama samsung telefon i̇le bağlandiğimda siksik bağlanti koptu di̇yor sorunu tam çözemedi̇m
"4,0",ürün gayet güzel bağlantısı basit mantığı çözerseniz evinizde güzle bir konumda yeterli bir alan oluşturabilirsiniz paketleme güzeldi fakat kargo yavaştı prime olmasına rağmen 15-2 haftada anca geldi
"4,0",24 saat içinde geldi kurulumu basit  günlük kullanım uygun fakat saniyelik işler  oyun  ping vs profesyonel aletlere bakabilirsiniz
"5,0",tatmin edici başkasını aramaya gerek yok bu repeaterın beş katı para verdiğimle eşdeğer performans sağlıyor ayrıca routerla aynı isimle kullanabiliyorsunuz router’un bir kademe çektiği yerleri beş kademeye kadar yükseltiyor
"5,0",mevcut internet arka odalarda çekmiyordu ürünü kullanmaya başladıktan sonra sorunum çözüldü memnunum
"5,0",söylenenlerin aksine ben yüksek bir bağlantı sağladım koyduğunuz yer önemli sinyali güçlü alırsa güçlü verir kesinlikle tavsiye ediyorum
"4,0",olumsuz yorum yapanlar ci̇hazi modemi̇ni̇zden fazla uzaklaşmayacak şeki̇lde takarsaniz sorun yaşamazsiniz ben kopma felan yaşamadim gayet i̇yi̇ bi̇r ci̇haz fi̇yatina göre
"5,0",kullanıslı bir cihaz aynı cihazı ikinci kere tekrar satin aldim
"5,0",ürünü kullanmya başladığımdan beriev internetimin çekmediği yerde rahatlıkla kullanabiliyorum kurulumu kullanımı gayet kolay pratik
"4,0",teslimat hızlıydı paketleme sorunsuzdu ürün kurulumu biraz karmaşık gelebilir sinyal iletme gücü açısından fiyat performans ürünü uzak bir mesafe beklentiniz olmasın tipik bir ev ürünü
"5,0",kaliteli bir urun f/p urunu diyebiliriz indirimden aldim hala kullaniyorum
"5,0",çoğu evde olması gereken bir cihaz 2-3 katlı evlerde olacak bir şart yok normal modemden iyi güçlü sinyal aktarıyor
"5,0",çekim yayınlama gücü cok iyi hız iyi
"3,0",evimde fiber yok 35 mbps vdsl kullanıyorum modem uzak olduğundan 17-20 mbps çekiyordu bu ürünü taktım 12 mbps sabit vermeye başladı gerisini düşünün
"5,0",ürünün kullanımı basit aşırı iyi bir yayın gücü var
"1,0",modemin yanıbaşındayken var olak sinyal seviyesini yarıya düşürdü diğer odalara gittiğimde bağlantı hızı stabil değil
"1,0",i̇ade etmeye çalışıyorum asla müşteri hizmetlerine ulaşamıyorum mobil uygulamada sorun var çağrı merkezi hattınız yok ürün çalışmıyor iade sürecimle ilgili bilgi alamıyorum bana ulaşırmısınız
"2,0",bu tip ürünler maalesef verimli değil menzil sıkıntısı yaşayanlar tek çözüm mesh sistemi
"5,0",evde giris katinda internetin cekmeme sorununu hallettim urun sayesinde gayet basarili
"4,0",üründe bir problem yok fakat sinyal arttırımı anlamında verim alamadım evin orta noktasına koydum 180m2 alanda çekmeyen yerler oluyor
"5,0",çok başarılı faydalı modem çekmeyen yer arasında bir yere taktım şimdi gayet iyi çekiyor telefonum kurulumu karışık değil
"2,0",bağlantı kopukluklari bir türlü engellenemiyor i̇ade etmek durumunda kaldik
"5,0",mükemmel sonuç verdi tavsiye ederim wifi tam çekiyor
"1,0",alanı genişletiyor hızı düşürüyor tavsiye etmem
"5,0",ürün güzel paketlenmişti i̇şimi fazlasıyla gördü cihazı kullanabilmek uygulama üzerinden kurulum yapmak gerekiyor siparişimden 1 gün sonra elime ulaştı indirime düşmesini bekleyip almanız iyi olur
"4,0",kullanıcı sayısı fazla değilse iş görüyor i̇yi çeken noktalara kurdum kişi aynı anda bağlanırsa hızlar düşüyor
"5,0",mi home uygulaması üzerinden kurdum wifi a bağlandı aynı ad kör noktalarda gayet güzel bağlantı kuruldu
"1,0",ben son model modemimle bir türlü kullanamdım ayrıca mihome app i aşırı gereksizlikte bir app bence
"5,0",bir çalıştırıp unutacağınız ürünlerden
"5,0",harika bir ürün özellikle teknolojiden pek benim anlamayanlar tak kullan tarzı şahane bir aygıt
"5,0",yaklaşık 2 aydır kullanıyorumproblemsiz sekilde asağı katta internet olması mutluluk verici 😃
"5,0",çekim gücünü arttırdıbeklentimi karşıladı hız konusunda gözle görülür bir azalma görmedim hiç
"5,0",modemden oldukça uzağa koymama rağmen güzelce sinyali iletiyor memnun kaldım amazon kargolaması zamanki iyiydi
"4,0",bağlantı hızı yüksek eski nesil modemle kullanılması zor ortalama iki saatte bir kopma yaşanıyor
"5,0",i̇stediğimiz verimi alıyoruz küçük kullanişli pratik
"5,0",teslşmat hızlı profesyonelditürkiyedeki iyi kargolama deneyimiydi ürünü kurdum arka odadaki sinyal yetersizliği halloldu teşekkürler
"1,0",cihaz modemle aynı odada olunca iyi sinyal alıyoaraya 1 duvar girince sinyal seviyesi iyi intetnet yavaşlıyo hatta çoğu zaman bağlanamıyor bile
"5,0",ürünü almadan modeme uzak oda sinyal yoktu bu üründen sonra 1080p hd video takılmadan izleyebiliyorum iyi bir ürün
"5,0",fiyatı uygun kendi güzel iş görüyor kurulumu kolay olsun özellikle amazon satıcısı olan ürünlerden alın akşam 10 sipariş sabah 9 teslim hız şaşırdım standart gönderi olmasına rağmen
"4,0",hızı düşürse işe yaradı artık çekmeyen odada internete bağlıyım kurulum aşamasında sıkıntı çıkardı bir şekilde halloldu
"5,0",cihaz işlevini gayet iyi yerine getiriyor ürün katlı evler mekanlar uygun
"4,0",i̇nternet hızından fazla feragat etmeniz gerekiyor 100mbps internetim 16mbpsye düşüyor
"5,0",ürün güzelkargo hızı paketleme şahanedönüştürücüye gerek yok direkt tr priz girişlihızı biraz düşürdü çekmiyoken zaten hız yoktu
"5,0",tavsiye ederim işimi gördü
"4,0",kurulumu son derece kolaykapsama gayet iyitek eksiği eternet çıkışı olmamasi
"1,0",amazon’dan memnunum üründen memnun kalmadım sürekli kopuyor tam önemli bir iş yaparken saniyelik bağlantım kesiliyor sonra otomatik bağlanıyor bu ürünü asla tavsiye etmiyorum
"1,0",cihazı modemin hemen yanına taktığım halde ethernet 45 mbit alırken cihazın hemen yanı 30 mbit alıyorumbaşka bir odaya gidince 5-6 mbite düşüyorkesinlikle işe yaramıyor
"5,0",yıllardır dubleks dairenin üst katında internete bağlanma sorunu yaşarken artık mucizevi cihaz sayesinde sorunun üstesinden geldim
"3,0",tatmin edici sonuçlar alamadım araya duvar vs girdiğinde hız inanılmaz düşüyor evimde fiber 30 mbps internet var fakat router üzerinden video call yapamadım fazla kopma oluyor
"3,0",ürünü bir kaç aydır kullanıyorum 150 m2 bir ev faydalı olduğunu düşünmüyorum belki küçük evler tercih edilebilir
"4,0",temel ihtiyaçları karşılayan genel olarak sorunsuz bir ürün fazla bir çekim mesafesi beklemeyin
"3,0",kullanılmış ürün geldi paketi açılmış tekrar paketlenmiş tozlu çalıştığı sorun yaşamadığım iade etmedim acil ihtiyacım vardı
"4,0",aynı özellikte ikisini aldık xiaomi hızlı uzaktan bağlanıyor tplink nazlıydı yavaş yavaş iki saatte işimizi halledemiyorduk
"5,0",süper mi home appden network sifrenizi giriyorsunuz 30 sn çalışmaya hazırdı artık evin tarafında wifi sorunsuz ulaşabiliyoruz
"3,0",fp olarak eh diyilebilir cok bisey beklemeye gerek yok
"1,0",onca yorum onca beğeniye aldanarak aldık  kesinlikle olmadı iade edip tplink aldık huzur bulduk
"2,0",tipi şirin görünebilir güçlü bir yapısı olduğu kanaatinde değilim
"3,0",eh işte idare eder kadar iyi değil bağlantısı
"5,0",öncelikle kargo hiziniziçin cok teşekür ederim ürünü beyendim hic cekmiyordu internetim ürün sayesinde ful cekim gucu artti ve cok guzel bu ürün icin alacak olan kimse tavsiye ederim
"5,0",ürün çekim iletim gücü bakımından gayet yeterli güçlü fiyatının üstünde işlevi var
"5,0",evet gücü düşürüyor çekim alanı artıyor
"5,0",kablonet modemiyle uyumlu laptopun bağlanamadığı odalarda rahat bir şekilde bağlanabiliyor muhteşem değil fiyata göre yeterli
"3,0",saat başı internet bağlantısı kopuyor 1 dakika içinde düzeliyor kopmadığı vakitlerde alt kattaki wifi bağlantımızı üst kata beklendiği seviyede yayabiliyor
"5,0",arkadaslar yorumlara aldirmayin yok soyle yok böylealdim hic beklemedigim bi peformans verdikeske önceden alsaydım dedigim bi ürün
"4,0",ürün fiyatına göre iyi tam istediğim performans göstermedi ancak fiyata performans ideal
"5,0",mi home uygulamasıyla kısa bir kurulum işlemi var odamda internet çekiyor aldım gerçekten işe yarıyor
"5,0",bu fiyata alabileceğiniz iyi sinyal güçlendirici uygulamasıyla kullanılıyor kurulumu basit tavsiye ederim
"4,0",80 m2 ev yeterli kopma sorunu yaşayanlar modeminize ayar yapıyorsunuz ordan bir bakın derim zaman sorun yaşamıyorsunuz
"5,0",evde internetin çekmediği yer kalmadı fiyat performans ürünü beklentimi karşıladı
"4,0",türkiye uyumlu global versiyon olması iyi kurulumu kolay tek sorun 40dk bir bağlantı kopuyor 15 20sn sonra geri geliyor ayrıca normalde hız 60mbps cihaz 15 e düşüyor
"2,0",ürünü iade edip farklı bir ürün aldım bağlantı hatası dil desteği olmadığı zorladı tplink teether üründen kat kat iyi
"5,0",tak çalıştır kurulum 2 dk sürüyor gayet menzili arttırdı tavsiye ediyorum
"5,0",kolay kurulum app indirmeden cihazı kuramıyorsunuz bence appsiz bir çözüm olabilirdi onun dışında cihazdan memnunum
"4,0",amazondan aldığım ilk ürün çok hızlı geldi her noktada bilgi mesajı aldım evde salonda yeterli değildi sinyal biraz etkisi oldu zaman zaman kesinti oluyor fena değil
"5,0",iyi stabil çalışıyorkesilme yaşanmıyorkolay kurulum
"5,0",odamda neredeyse çekmeyen internet inanılmaz derecede iyi çeker hale geldi sesli konuşma bile yapamazken rahat rahat online derslere görüntülü katılabiliyorum çok memnun kaldım
"1,0",kapsama alnı geni ancak kurulum cep telefonu gerekiyor çok fazla ısınıp kiltleniyor enerji gidince tekrar kurmak gerekiyor hard reset yapmanız gerekiyor
"5,0",ürün yapması gerekeni yapıyor fazla bir özelliği yok fakat sinyal gücünü arttırdığı kesin eğer benim üst katta wifi çekmeme sorunu yaşıyorsanız kesinlikle alın derim
"5,0",parasını sonuna kadar hak ediyor evimde çekmeyen internet kalmadı herkes alsın kurulumu kolay
"5,0",balkon kullanımı aldım gayet başarılı oldu
"4,0",i̇yi performans
"5,0",uygun fiyat mükemmel kutulama orijinal ürün
"5,0",wi-finin tek diş çeken yerine taktım i̇nternet hızı olarak hiçbir sorun yaşamadım gayet hızlı almanızı tavsiye ederim
"4,0",hemen hemen 3 4 aydır kullanıyorum bir sorun yaşamadım tam bi fiyat performans ürünüamazona teşşekkürler
"5,0",kurulumu kolay sinyal gücünü arttırıyor ancak ara ara kopmalar yaşanıyor
"5,0",ürün gayet başarılı türkiye uyumlu priz olarak geldi 1 alt dairede internete bağlanamadığım almıştım sadece %5-%10 orası bir hız azalmasıyla internet yayıyor
"4,0",yetersiz bir ürün
"5,0",ürün türkiye‘ye uygun prize sahip kurulumu kolay i̇nternet hızını hissedilir derecede arttırdı yaninda satıcı tarafından hazırlanmış türkçe kurulum talimatı geliyor internette videolu anlatımlar mevcut
"5,0",on numara beş yıldız bir ürün evin yerinde internet ful çekiyor tşkler benim işimi gördü almak isteyenlere tavsiye olunur
"1,0",ürün vaat edilen performansı vermiyor adsl kullanıcısıysanız tercih etmelisiniz
"3,0",300 mps 24 yeterli gelmiyor kopma olayı çok deco e4 efsane ona bakın
"3,0",kargo firmasının saat 1200 dağıtıma çıkardığı ürün akşamın 1900 sinde geldionun dışında bir problem karşılaşmadım
